"id","platform","company_id","company_code","company_name","symbol"
"982f9691-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22d1-9d83-11ee-8ba2-c75ffde41a09","450fd7b2-6340-11d6-8130-bff1564b6fbe","Zhou Hei Ya Intl",
"982f9692-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22d2-9d83-11ee-8ba2-c75ffde41a09","887a54d8-63ad-11d6-9557-c17048c866fb","Meta Platforms Inc.",
"982f9693-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22d3-9d83-11ee-8ba2-c75ffde41a09","c90d4426-d481-11d5-8f83-f03a82eb7e91","Apple Inc.",
"982f9694-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22d4-9d83-11ee-8ba2-c75ffde41a09","ZS.O","Zscaler",
"982f9695-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22d5-9d83-11ee-8ba2-c75ffde41a09","9f9bbd16-6563-11d6-989f-c1c0ef17585f","Netflix Inc.",
"982f9696-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22d6-9d83-11ee-8ba2-c75ffde41a09","edbb2c36-637c-11d6-9bc1-cf4cd50b55fc","JD.com Inc.",
"982f9697-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22d7-9d83-11ee-8ba2-c75ffde41a09","74d420e8-f333-11d5-9c53-cefb9d98b147","TSMC",
"982f9698-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22d8-9d83-11ee-8ba2-c75ffde41a09","c33afe4e-d481-11d5-8f83-f03a82eb7e91","Adobe Inc.",
"982f9699-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22d9-9d83-11ee-8ba2-c75ffde41a09","7d4b21fc-62d9-11d6-95d7-e1904808269b","Xiaomi Corp.",
"982f969a-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22da-9d83-11ee-8ba2-c75ffde41a09","ad3fe5ec-635f-11d6-95d1-b8f5cdb2ea7b","PayPal Holdings",
"982f969b-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22db-9d83-11ee-8ba2-c75ffde41a09","322b781b-f3df-4d01-bc35-998dbebbc60f","Kuaishou Technology",
"982f969c-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22dc-9d83-11ee-8ba2-c75ffde41a09","c687f32c-d481-11d5-8f83-f03a82eb7e91","Intel Corp.",
"982f969e-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22de-9d83-11ee-8ba2-c75ffde41a09","244f30aa-6498-11d6-86db-a2d7024d55a8","Link REIT",
"982f969f-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22df-9d83-11ee-8ba2-c75ffde41a09","af8f3c1a-62b7-11d6-8f7f-884f09b751aa","Walt Disney Co.",
"982f96a0-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22e0-9d83-11ee-8ba2-c75ffde41a09","N2IU.SI","CapitaLand Ascendas REIT",
"982f96a1-9d85-11ee-8ba2-c75ffde41a09","gs","cddf22e1-9d83-11ee-8ba2-c75ffde41a09","284fc653-8d2c-476b-91d5-33a5eec73379","KE Holdings",
