RMS.FP,爱马仕HERMES,Others,FR0000052292,RMS FP,RMS,,HRMS.PA,HRMS.PA,beadc816-d481-11d5-8f83-f03a82eb7e91,EURONEXT,98
TTE.FP,TOTALENERGIES SE,Others,FR0000120271,TTE FP,TTE,,TTEF.PA,TTEF.PA,,EURONEXT,
OR.FP,欧莱雅L'OREAL,Others,FR0000120321,OR FP,OR,,OREP.PA,OREP.PA,,EURONEXT,
SAN.FP,SANOFI,Others,FR0000120578,SAN FP,SAN,,SANY.PA,SANY.PA,,EURONEXT,
CS.FP,安盛AXA,Others,FR0000120628,CS FP,CS,,AXAF.PA,AXAF.PA,,EURONEXT,
SE.US,Sea,US,US81141R1005,SE US,SE,SE,SE.N,SE.N,,NYSE,45
NKE.US,耐克Nike,US,US6541061031,NKE US,NKE,NKE,NKE.N,NKE.N,,NYSE,61
UBER.US,Uber,US,US90353T1007,UBER US,UBER,UBER,UBER.N,UBER.N,,NYSE,68
WMT.US,Walmart,US,US9311421039,WMT US,WMT,WMT,WMT.N,WMT.N,,NYSE,
T.US,AT&T,US,,T US,T,T,T.N,T.N,,NYSE,
PFE.US,辉瑞制药,US,,PFE US,PFE,PFE,PFE.N,PFE.N,,NYSE,85
SHOP.US,SHOPIFY,US,CA82509L1076,SHOP US,SHOP,SHOP,SHOP.N,SHOP.N,,NYSE,154
AMC.US,AMC ENTERTAINMENT HLDS-CL A,US,US00165C3025,AMC US,AMC,AMC,AMC.N,AMC.N,,NYSE,
AA.US,Alcoa,US,US0138721065,AA US,AA,AA,AA.N,AA.N,,NYSE,113
CAT.US,CATERPILLAR INC,US,US1491231015,CAT US,CAT,CAT,CAT.N,CAT.N,,NYSE,
CVX.US,雪佛兰CHEVRON,US,US1667641005,CVX US,CVX,CVX,CVX.N,CVX.N,,NYSE,70
C.US,花旗集团CITIGROUP,US,US1729674242,C US,C,C,C.N,C.N,,NYSE,31
KO.US,可口可乐COCACOLA,US,US1912161007,KO US,KO,KO,KO.N,KO.N,,NYSE,81
DAL.US,DELTA AIR LINES INC,US,US2473617023,DAL US,DAL,DAL,DAL.N,DAL.N,,NYSE,
DASH.US,DOORDASH,US,US25809K1051,DASH US,DASH,DASH,DASH.N,DASH.N,,NYSE,
F.US,福特汽车FORD,US,US3453708600,F US,F,F,F.N,F.N,,NYSE,
YMM.US,FULL TRUCK ALLIANCE -SPN ADR,US,US35969L1089,YMM US,YMM,YMM,YMM.N,YMM.N,,NYSE,
GM.US,通用汽车GMC,US,US37045V1008,GM US,GM,GM,GM.N,GM.N,,NYSE,64
GS.US,GOLDMAN SACHS高盛,US,US38141G1040,GS US,GS,GS,GS.N,GS.N,,NYSE,
K.US,KELLOGG CO,US,US4878361082,K US,K,K,K.N,K.N,,NYSE,
LVS.US,LAS VEGAS SANDS CORP,US,US5178341070,LVS US,LVS,LVS,LVS.N,LVS.N,,NYSE,
MA.US,MASTERCARD INC - A,US,US57636Q1040,MA US,MA,MA,MA.N,MA.N,,NYSE,
MCD.US,麦当劳MCDONALD,US,US5801351017,MCD US,MCD,MCD,MCD.N,MCD.N,,NYSE,59
MS.US,MORGAN STANLEY,US,US6174464486,MS US,MS,MS,MS.N,MS.N,,NYSE,144
PLTR.US,PALANTIR,US,US69608A1088,PLTR US,PLTR,PLTR,PLTR.N,PLTR.N,,NYSE,58
RBLX.US,ROBLOX,US,US7710491033,RBLX US,RBLX,RBLX,RBLX.N,RBLX.N,,NYSE,122
NOW.US,ServiceNow,US,US81762P1021,NOW US,NOW,NOW,NOW.N,NOW.N,,NYSE,
SNAP.US,SNAP INC - A,US,US83304A1060,SNAP US,SNAP,SNAP,SNAP.N,SNAP.N,,NYSE,
SNOW.US,SNOWFLAKE,US,US8334451098,SNOW US,SNOW,SNOW,SNOW.N,SNOW.N,,NYSE,62
TEF.US,TELEFONICA SA-SPON ADR,US,US8793822086,TEF US,TEF,TEF,TEF.N,TEF.N,,NYSE,
X.US,UNITED STATES STEEL CORP,US,US9129091081,X US,X,X,X.N,X.N,,NYSE,
U.US,UNITY软件,US,US91332U1016,U US,U,U,U.N,U.N,,NYSE,54
V.US,VISA,US,US92826C8394,V US,V,V,V.N,V.N,,NYSE,132
HUYA.US,HUYA INC-ADR,US,US44852D1081,HUYA US,HUYA,HUYA,HUYA.N,HUYA.N,,NYSE,
EDU.US,新东方教育,US,US6475812060,EDU US,EDU,EDU,EDU.N,EDU.N,,NYSE,
QD.US,趣店QUDIAN,US,US7477981069,QD US,QD,QD,QD.N,QD.N,,NYSE,
TAL.US,TAL EDUCATION GROUP- ADR,US,US8740801043,TAL US,TAL,TAL,TAL.N,TAL.N,,NYSE,
TME.US,腾讯音乐,US,US88034P1093,TME US,TME,TME,TME.N,TME.N,,NYSE,177
VIPS.US,VIPSHOP HOLDINGS LTD - ADR,US,US92763W1036,VIPS US,VIPS,VIPS,VIPS.N,VIPS.N,,NYSE,
YSG.US,YATSEN HOLDING LTD-ADR,US,US9851941099,YSG US,YSG,YSG,YSG.N,YSG.N,,NYSE,
OXY.US,Occidental Petroleum,US,,OXY US,OXY,OXY,OXY.N,OXY.N,,NYSE,18
BAC.US,美国银行,US,,BAC US,BAC,BAC,BAC.N,BAC.N,,NYSE,36
MMM.US,3M,US,,MMM US,MMM,MMM,MMM.N,MMM.N,,NYSE,48
NVO.US,诺和诺德,US,,NVO US,NVO,NVO,NVO.N,NVO.N,,NYSE,63
BX.US,黑石Blackstone,US,,BX US,BX,BX,BX.N,BX.N,,NYSE,80
MET.US,大都会人寿,US,,MET US,MET,MET,MET.N,MET.N,,NYSE,83
UNH.US,联合健康 UnitedHealth,US,,UNH US,UNH,UNH,UNH.N,UNH.N,,NYSE,84
TM.US,丰田汽车,US,,TM US,TM,TM,TM.N,TM.N,,NYSE,95
DELL.US,Dell戴尔电脑,US,,DELL US,DELL,DELL,DELL.N,DELL.N,,NYSE,101
COP.US,ConocoPhillips,US,,COP US,COP,COP,COP.N,COP.N,,NYSE,104
EL.US,Estée Lauder雅思兰黛,US,,EL US,EL,EL,EL.N,EL.N,,NYSE,105
VZ.US,Verizon,US,,VZ US,VZ,VZ,VZ.N,VZ.N,,NYSE,106
FDX.US,FedEx联邦快递,US,,FDX US,FDX,FDX,FDX.N,FDX.N,,NYSE,107
GE.US,General Electric 通用电子,US,,GE US,GE,GE,GE.N,GE.N,,NYSE,109
CVS.US,CVS健康,US,,CVS US,CVS,CVS,CVS.N,CVS.N,,NYSE,128
BLK.US,BlackRock,US,,BLK US,BLK,BLK,BLK.N,BLK.N,,NYSE,136
NET.US,Cloudflare,US,,NET US,NET,NET,NET.N,NET.N,,NYSE,150
AXP.US,美国运通,US,,AXP US,AXP,AXP,AXP.N,AXP.N,,NYSE,155
ALB.US,Albemarle,US,,ALB US,ALB,ALB,ALB.N,ALB.N,,NYSE,165
TSN.US,泰森食品,US,,TSN US,TSN,TSN,TSN.N,TSN.N,,NYSE,169
KMB.US,Kimberly-Clark,US,,KMB US,KMB,KMB,KMB.N,KMB.N,,NYSE,172
LLY.US,Eli Lilly礼来,US,,LLY US,LLY,LLY,LLY.N,LLY.N,,NYSE,178
TWLO.US,Twilio,US,,TWLO US,TWLO,TWLO,TWLO.N,TWLO.N,,NYSE,179
CHPT.US,ChargePoint,US,,CHPT US,CHPT,CHPT,CHPT.N,CHPT.N,,NYSE,181
GOLD.US,Barrick Gold,US,,GOLD US,GOLD,GOLD,GOLD.N,GOLD.N,,NYSE,185
STM.US,意法半导体,US,,STM US,STM,STM,STM.N,STM.N,,NYSE,193
TMO.US,Thermo Fisher,US,,TMO US,TMO,TMO,TMO.N,TMO.N,,NYSE,195
NCLH.US,Norwegian挪威邮轮,US,,NCLH US,NCLH,NCLH,NCLH.N,NCLH.N,,NYSE,148
BRKb.US,伯克希尔-B,US,,BRK/B US,BRKb,BRKb,BRKb.N,BRKb.N,,NYSE,37
C38U.SI,CapitaLand Integrated Commercial Trust,Singapore,SG1M51904654,CICT SP,C38U,,CMLT.SI,CMLT.SI,,SES,
A17U.SI,Mapletree Pan Asia Commercial Trust,Singapore,SG1M77906915,MPACT SP,A17U,,,,,SES,
N2IU.SI,Capitaland Ascendas REIT,Singapore,SG2D18969584,CLAR SP,N2IU,,CAPD.SI,CAPD.SI,,SES,
D01.SI,DFI RETAIL GROUP HOLDINGS LT,Singapore,BMG2624N1535,DFI SP,D01,,,,,SES,
AJBU.SI,KEPPEL DC REIT,Singapore,SG1AF6000009,KDCREIT SP,AJBU,,,KEPE.SI,,SES,
S68.SI,新加坡交易所,Singapore,SG1J26887955,SGX SP,S68,,SGXL.SI,SGXL.SI,,SES,
D05.SI,DBS银行,Singapore,SG1L01001701,DBS SP,D05,,DBSM.SI,DBSM.SI,,SES,
O39.SI,华侨银行OCBC,Singapore,SG1S04926220,OCBC SP,O39,,OCBC.SI,OCBC.SI,,SES,
F34.SI,WILMAR INTERNATIONAL LTD,Singapore,SG1T56930848,WIL SP,F34,,WLIL.SI,WLIL.SI,,SES,
Z74.SI,新加坡电信ST,Singapore,SG1T75931496,ST SP,Z74,,STEL.SI,STEL.SI,,SES,
BN4.SI,KEPPEL CORP LTD,Singapore,SG1U68934629,KEP SP,BN4,,KASA.SI,KASA.SI,,SES,
C6L.SI,新加坡航空SA,Singapore,SG1V61937297,SIA SP,C6L,,SIAL.SI,SIAL.SI,,SES,
UBSG.SW,瑞银集团UBS AG,Others,CH0244767585,UBSG SW,UBSG,,-,UBSG.S,,SIX,
DTE.GY,德国电讯,Others,,DTE GY,DTE,,DTEGn.DE,DTEGn.DE,,XETRA,
SAP.GY,SAP软件,Others,DE0007164600,SAP GY,SAP,,SAPG.DE,SAPG.DE,,XETRA,
SIE.GY,西门子Simens,Others,DE0007236101,SIE GY,SIE,,SIEGn.DE,SIEGn.DE,,XETRA,
VOW3.GY,大众VOLKSWAGEN,Others,DE0007664039,VOW3 GY,VOW3,,VOWG_p.DE,VOWG_p.DE,,XETRA,
ALV.GY,安联ALLIANZ,Others,DE0008404005,ALV GY,ALV,,ALVG.DE,ALVG.DE,,XETRA,
BAYN.GY,拜耳BAYER,Others,DE000BAY0017,BAYN GY,BAYN,,BAYGn.DE,BAYGn.DE,,XETRA,
PAH3.GY,保时捷PORSCHE,Others,DE000PAH0038,PAH3 GY,PAH3,,PSHG_p.DE,PSHG_p.DE,,XETRA,
