RMS.FP,,,,
NOW.US,ffd08ba9-e4f2-11ee-b30e-3774e444eabf,ServiceNow,ServiceNow Inc.,2c8ad17c-63ab-11d6-8e5f-e2335b4908c2
SNAP.US,ffd08baa-e4f2-11ee-b30e-3774e444eabf,SNAP,Snap Inc.,4aac7616-6337-11d6-8597-f12048a806eb
SNOW.US,ffd08bab-e4f2-11ee-b30e-3774e444eabf,SNOWFLAKE,Snowflake Inc.,219135ba-5987-4081-80f5-7cf8a96ae1bc
TEF.US,ffd08bac-e4f2-11ee-b30e-3774e444eabf,TELEFONICA SA-SPON,,not found
X.US,ffd08bad-e4f2-11ee-b30e-3774e444eabf,UNITED STATES STEEL,United States Steel Corp.,75657034-f333-11d5-9c53-cefb9d98b147
U.US,ffd08bae-e4f2-11ee-b30e-3774e444eabf,UNITY,Unity Software Inc.,cdb7251c-5a28-4115-b9cc-281619eb022b
V.US,ffd08baf-e4f2-11ee-b30e-3774e444eabf,VISA,Visa Inc.,3ac7c05e-6425-11d6-90e1-f1a0b8aca14c
HUYA.US,ffd08bb0-e4f2-11ee-b30e-3774e444eabf,HUYA,Huya Inc.,86be620a-62e1-11d6-96fb-c2f7527d9528
EDU.US,ffd08bb1-e4f2-11ee-b30e-3774e444eabf,New Oriental Education,New Oriental Education & Technology,0707d526-646e-11d6-9bc1-8fcc158b15bc
QD.US,ffd08bb2-e4f2-11ee-b30e-3774e444eabf,QUDIAN,,not found
TAL.US,ffd08bb3-e4f2-11ee-b30e-3774e444eabf,TAL EDUCATION,TAL Education Group,d66bc006-63cf-11d6-8081-929c3a048550
TME.US,ffd08bb4-e4f2-11ee-b30e-3774e444eabf,Tencent Music,Tencent Music Entertainment Group,d2bf04be-62c5-11d6-8511-b895ad82baeb
VIPS.US,ffd08bb5-e4f2-11ee-b30e-3774e444eabf,VIPSHOP HOLDINGS,Vipshop Holdings,057a872a-63b1-11d6-8806-c10d14085c01
YSG.US,ffd08bb6-e4f2-11ee-b30e-3774e444eabf,YATSEN HOLDING,Yatsen Holding,2f8afb3b-8a89-4ef9-91a5-d0a854de2630
OXY.US,ffd08bb7-e4f2-11ee-b30e-3774e444eabf,Occidental Petroleum,Occidental Petroleum Corp.,c2aa1f50-d481-11d5-8f83-f03a82eb7e91
BAC.US,ffd08bb8-e4f2-11ee-b30e-3774e444eabf,Bank of America,Bank of America Corp.,c0e5fdf6-d481-11d5-8f83-f03a82eb7e91
MMM.US,ffd08bb9-e4f2-11ee-b30e-3774e444eabf,3M,3M Co.,c317f5c0-d481-11d5-8f83-f03a82eb7e91
NVO.US,ffd08bba-e4f2-11ee-b30e-3774e444eabf,Novo Nordisk,Novo Nordisk,c2162dcc-d481-11d5-8f83-f03a82eb7e91
BX.US,ffd08bbb-e4f2-11ee-b30e-3774e444eabf,Blackstone,Blackstone Group,a80bede0-63e2-11d6-8597-b1e0482886ab
MET.US,ffd08bbc-e4f2-11ee-b30e-3774e444eabf,MetLife,MetLife Inc.,a2efcb2e-d481-11d5-8f83-f03a82eb7e91
UNH.US,ffd08bbd-e4f2-11ee-b30e-3774e444eabf,UnitedHealth,UnitedHealth Group,c3475e0a-d481-11d5-8f83-f03a82eb7e91
TM.US,ffd08bbe-e4f2-11ee-b30e-3774e444eabf,Toyota Motors,Toyota Motor,c0f2287e-d481-11d5-8f83-f03a82eb7e91
DELL.US,ffd08bbf-e4f2-11ee-b30e-3774e444eabf,Dell Computer,,not found
COP.US,ffd08bc0-e4f2-11ee-b30e-3774e444eabf,ConocoPhillips,ConocoPhillips,c794bc14-d481-11d5-8f83-f03a82eb7e91
EL.US,ffd08bc1-e4f2-11ee-b30e-3774e444eabf,Estee Lauder,Estee Lauder Co.,c7b3246a-d481-11d5-8f83-f03a82eb7e91
VZ.US,ffd08bc2-e4f2-11ee-b30e-3774e444eabf,Verizon,Verizon Communications,7e32f54e-de00-11d5-9be0-f05e055bbe70
FDX.US,ffd08bc3-e4f2-11ee-b30e-3774e444eabf,FedEx,FedEx Corp.,74924560-f333-11d5-9c53-cefb9d98b147
GE.US,ffd08bc4-e4f2-11ee-b30e-3774e444eabf,General Electric,Portland General Electric Co.,c8e32b50-d481-11d5-8f83-f03a82eb7e91
CVS.US,ffd08bc5-e4f2-11ee-b30e-3774e444eabf,CVS,CVS Health Corp.,c88d8560-d481-11d5-8f83-f03a82eb7e91
BLK.US,ffd08bc6-e4f2-11ee-b30e-3774e444eabf,BlackRock,BlackRock Inc.,77cf53b6-6477-11d6-8e83-e8459074f603
NET.US,ffd08bc7-e4f2-11ee-b30e-3774e444eabf,Cloudflare,Cloudflare,c091f55a-62a5-11d6-9511-8af30a234e0a
AXP.US,ffd08bc8-e4f2-11ee-b30e-3774e444eabf,American Express,American Express Co.,6fd07ede-c408-11d5-86be-993aaf5c1874
ALB.US,ffd08bc9-e4f2-11ee-b30e-3774e444eabf,Albemarle,Albemarle Corp.,afea9d72-d481-11d5-8f83-f03a82eb7e91
TSN.US,ffd08bca-e4f2-11ee-b30e-3774e444eabf,Tyson Foods,Tyson Foods Inc.,c7ec7d3c-d481-11d5-8f83-f03a82eb7e91
KMB.US,ffd08bcb-e4f2-11ee-b30e-3774e444eabf,Kimberly Clark,Kimberly-Clark de Mexico,87f4574e-de00-11d5-9be0-f05e055bbe70
LLY.US,ffd08bcc-e4f2-11ee-b30e-3774e444eabf,Eli Lilly,Eli Lilly & Co.,c1dfb328-d481-11d5-8f83-f03a82eb7e91
TWLO.US,ffd08bcd-e4f2-11ee-b30e-3774e444eabf,Twilio,Twilio,bac7b2aa-6349-11d6-8f14-e391b2c8bb76
CHPT.US,ffd08bce-e4f2-11ee-b30e-3774e444eabf,ChargePoint,ChargePoint Holdings,09bdf534-fb0a-4949-9ff9-4a8ecf8b909d
GOLD.US,ffd08bcf-e4f2-11ee-b30e-3774e444eabf,Barrick Gold,Barrick Gold Corp.,c0910634-d481-11d5-8f83-f03a82eb7e91
STM.US,ffd08bd0-e4f2-11ee-b30e-3774e444eabf,STMicroelectronics,STMicroelectronics,6adbb934-651b-11d6-8806-c10d14085c01
TMO.US,ffd08bd1-e4f2-11ee-b30e-3774e444eabf,Thermo Fisher,Thermo Fisher Scientific Inc.,bf166ed4-d481-11d5-8f83-f03a82eb7e91
NCLH.US,ffd08bd2-e4f2-11ee-b30e-3774e444eabf,Norwegian,Norwegian Cruise Line Holdings,4143a9ae-63a1-11d6-8968-b7e180c48af1
BRKb.US,ffd08bd3-e4f2-11ee-b30e-3774e444eabf,Berkshire,,not found
C38U.SI,,,,
A17U.SI,,,,
N2IU.SI,,,,
D01.SI,ffd08bd6-e4f2-11ee-b30e-3774e444eabf,DFI RETAIL GROUP,,not found
AJBU.SI,ffd08bd7-e4f2-11ee-b30e-3774e444eabf,KEPPEL DC REIT,Keppel DC REIT,2c2eaff0-636f-11d6-8517-d1004868464b
S68.SI,ffd08bd8-e4f2-11ee-b30e-3774e444eabf,Singapore Exchange,Singapore Exchange,a14fa55a-d481-11d5-8f83-f03a82eb7e91
D05.SI,ffd08bd9-e4f2-11ee-b30e-3774e444eabf,DBS,DBS Group,514ef23c-4d93-11d6-9cf8-c5f31085fdbc
O39.SI,ffd08bda-e4f2-11ee-b30e-3774e444eabf,OCBC,,not found
F34.SI,ffd08bdb-e4f2-11ee-b30e-3774e444eabf,WILMAR INTERNATIONAL,Wilmar International,811f4262-de00-11d5-9be0-f05e055bbe70
Z74.SI,ffd08bdc-e4f2-11ee-b30e-3774e444eabf,Singtel ST,,not found
BN4.SI,ffd08bdd-e4f2-11ee-b30e-3774e444eabf,KEPPEL,Keppel DC REIT,2c2eaff0-636f-11d6-8517-d1004868464b
C6L.SI,ffd08bde-e4f2-11ee-b30e-3774e444eabf,Singapore Airlines,Singapore Airlines,76e3d5f4-f333-11d5-9c53-cefb9d98b147
UBSG.SW,ffd08bdf-e4f2-11ee-b30e-3774e444eabf,UBS AG,UBS Group,dce7106c-636f-11d6-8f7f-884f8937d12a
DTE.GY,ffd08be0-e4f2-11ee-b30e-3774e444eabf,Deutsche Telekom,Deutsche Telekom,b5d863f4-d481-11d5-8f83-f03a82eb7e91
SAP.GY,ffd08be1-e4f2-11ee-b30e-3774e444eabf,SAP,SAP,bf5bc6fa-d481-11d5-8f83-f03a82eb7e91
SIE.GY,ffd08be2-e4f2-11ee-b30e-3774e444eabf,Simens,,not found
VOW3.GY,ffd08be3-e4f2-11ee-b30e-3774e444eabf,VOLKSWAGEN,Volkswagen,c15df55e-d481-11d5-8f83-f03a82eb7e91
ALV.GY,ffd08be4-e4f2-11ee-b30e-3774e444eabf,ALLIANZ,Allianz SE,0695ccc6-4dba-11d6-888c-d894783f6dfe
BAYN.GY,ffd08be5-e4f2-11ee-b30e-3774e444eabf,BAYER,Bayer AG,833e4368-de00-11d5-9be0-f05e055bbe70
PAH3.GY,ffd08be6-e4f2-11ee-b30e-3774e444eabf,PORSCHE,Porsche AG,58855284-acf2-4c9f-9a08-ca015ad6ef36
